67.6801,9.70567,40.1005,39.5025,32.8846,18.0679,23.5234,25.8128,nigiru
63.4575,9.06918,40.9249,39.4867,35.849,15.6652,16.5711,20.9093,nigiru
64.9099,3.937,35.0143,25.6125,19.6799,9.89697,14.2496,20.0125,nigiru
61.6668,3.24037,27.8532,37.946,15.8902,8.73785,12.1573,30.005,nigiru
76.6303,4.38178,31.9977,42.241,13.2269,9.76473,17.3594,27.5,nigiru
62.2941,4.08044,26.673,41.9661,15.917,13.6748,15.1575,22.0579,nigiru
62.8236,3.19374,29.9099,42.4871,12.1037,9.84124,15.9452,21.4558,nigiru
72.0014,3.33916,30.6798,36.5452,12.8647,5.32917,16.0515,28.5237,nigiru
73.3192,5.10392,21.3857,30.6203,14.1951,9.67988,24.975,22.9565,nigiru
51.2064,3.74833,26.001,37.6802,10.7285,7.13092,17.088,18.6279,nigiru
58.5051,4.07431,24.3977,40.759,8.57904,4.61519,14.3353,33.1602,nigiru
68.6017,2.90689,23.5563,41.8581,11.3093,6.257,15.9185,16.4378,nigiru
59.7616,3.30151,27.1708,23.6125,13.4926,5.37122,19.8381,22.3394,nigiru
46.2661,3.81445,20.8758,31.3903,11.6146,6.60681,15.3036,21.1908,nigiru
56.0335,3.80132,17.8452,26.0576,13.0231,6.5192,16.2804,16.5182,nigiru
63.6683,4.38748,38.1497,33.9625,15.3232,6.91375,20.4548,28.7819,nigiru
71.4143,3.64005,23.9416,30.0208,18.1494,8.83176,21.8461,26.3154,nigiru
75.9289,3.56371,24.6191,45.6333,12.9615,11.245,23.7371,33.2971,nigiru
64.3471,3.52846,32.9545,31.1761,14.0961,10.8074,25.3308,33.031,nigiru
59.5802,3.24037,33.3122,35.5225,15.0233,8.59942,22.0136,25.8157,nigiru
14.8122,6.09918,46.958,21.0571,29.9182,14.0535,15.1245,25.6486,hiraku
12.8569,7.70714,55.9491,24.5581,29.0637,13.7877,15.1921,18.7403,hiraku
13.5259,5.60357,42.8264,21.5523,14.2531,4.995,13.4257,20.3777,hiraku
6.4923,4.10488,52.0889,18.1563,5.94138,3.91152,16.5469,14.9516,hiraku
14.3562,4.23084,51.8532,19.4564,9.42338,3.49285,15.0881,18.4418,hiraku
22.6252,3.10644,37.4339,20.4524,10.0025,2.72947,12.7965,16.1214,hiraku
9.64106,5.50908,46.9638,22.8145,11.0386,3.27109,14.8543,13.8762,hiraku
13.9839,9.75961,54.8708,19.5832,7.37902,3.17017,15.0864,21.7979,hiraku
8.25833,4.84768,43.3918,14.903,6.65958,2.58844,12.5,16.6012,hiraku
9.62289,5.95819,48.0302,24.0291,6.75648,2.72029,14.7631,20.1829,hiraku
8.544,6.05805,67.6883,21.918,7.31437,3.82753,13.351,22.0726,hiraku
9.97998,10.0548,42.5423,20.3052,9.60729,2.16795,10.4929,16.308,hiraku
7.5,7.17287,49.6765,15.3737,5.94979,2.84605,19.4782,15.2561,hiraku
10.4475,3.71484,64.5442,21.2026,10.6536,3.54965,12.9132,13.8058,hiraku
8.47349,5.12348,43.5712,14.5121,6.50385,2.85482,19.8796,15.3542,hiraku
7.39256,6.8775,43.8987,19.4512,7.34847,3.30908,13.8492,12.2902,hiraku
11.0363,5.38981,51.5868,18.1962,6.76387,2.87228,11.245,17.4557,hiraku
9.76985,3.42783,38.2792,21.179,8.54108,3.62629,16.8567,13.6766,hiraku
8.71206,5.03984,43.7847,15.9625,9.42338,3.68103,18.767,9.82853,hiraku
14.9181,4.79583,47.2271,34.9213,9.54201,3.37639,13.7058,16.308,hiraku
26.3534,3.47131,30.7026,17.7904,32.0539,13.662,34.1658,36.2533,syoukutu
32.8672,3.71484,34.9049,18.5176,33.0537,32.1823,35.642,44.4286,syoukutu
24.0427,7.17635,31.6228,10.3005,12.474,20.6603,28.557,34.8332,syoukutu
25.5441,4.82183,32.8732,8.33667,8.93308,15.4919,44.8012,34.945,syoukutu
18.9592,3.5,38.0618,7.72658,5.23927,7.47997,52.6944,27.5082,syoukutu
17.8312,3.61939,25.042,9.1022,8.51469,9.93479,39.5184,31.8755,syoukutu
