28.8522,3.10644,34.584,9.17878,9.20326,15.2774,33.0658,39.995,syoukutu
27.4682,3.73497,38.574,10.5119,8.79773,16.9926,56.2588,22.1224,syoukutu
22.9151,4.58258,28.7984,7.77817,10.6207,13.4573,38.0178,37.3042,syoukutu
19.4628,2.74773,33.5403,5.94979,7.46659,12.6115,39.7291,28.6566,syoukutu
25.6661,2.70185,20.2472,8.97775,12.1202,27.7786,41.0451,33.1889,syoukutu
32.2777,5.27731,19.0407,9.28709,11.0995,23.5351,46.1617,30.7693,syoukutu
28.2675,4.07431,33.8578,9.41276,7.28697,18.2291,34.615,32.4915,syoukutu
20.2633,3.50714,26.3249,8.73785,7.42294,13.7623,32.5991,35.4105,syoukutu
20.8914,4.41022,22.1822,8.49412,8.18535,9.46573,36.0146,33.3924,syoukutu
28.8539,3.98748,20.9428,10.4331,13.0384,26.4027,42.1865,31.6623,syoukutu
30.239,3.88587,27.9115,9.25203,6.95342,9.33274,41.1285,35.5956,syoukutu
25.0559,4.81664,26.0211,5.54977,7.32462,10.015,39.663,35.0557,syoukutu
21.9647,3.09839,42.9156,10.225,6.91375,9.89697,40.721,36.1684,syoukutu
28.0232,12.9093,32.1535,16.1431,12.468,12.114,21.8392,25.046,syoukutu
39.3008,2.87228,20.4475,14.6595,24.7427,20.7509,28.6487,41.039,haikutu
31.7829,3.30151,21.7681,14.1774,27.225,19.699,31.2642,36.393,haikutu
33.3849,2.85482,6.91014,5.12835,8.92468,12.7906,29.3087,52.259,haikutu
41.4783,4.01248,7.23187,5.07937,6.86294,6.59166,18.2318,46.5994,haikutu
46.4177,3.89872,5.65243,4.81664,8.52056,10.4905,27.907,37.1672,haikutu
40.4345,1.97484,8.50294,5.73585,6.71937,7.65833,28.6967,46.0684,haikutu
40.7922,2.51992,5.94979,4.32435,9.35147,9.22768,35.193,30.2721,haikutu
48.7176,2.58844,6.77126,5.78792,8.21888,5.80086,36.2567,32.8786,haikutu
35.7029,2.17945,11.5607,5.89491,10.6348,9.60729,26.0461,37.5972,haikutu
47.3381,2.77489,10.7564,4.69574,6.65582,6.38357,29.1479,32.2374,haikutu
34.1884,2.79285,5.62583,4.06817,6.09918,4.22493,25.5998,40.3739,haikutu
39.0826,4.34166,5.83095,3.44238,5.73149,6.59924,22.5044,37.3464,haikutu
39.1037,4.11096,9.85393,5.57225,6.01664,5.49545,24.8988,41.8796,haikutu
20.5815,2.71109,3.60555,3.09839,5.11859,4.51664,19.5538,30.5,haikutu
37.0722,2.57876,5.42218,3.70135,5.22015,4.75395,19.8255,42.5523,haikutu
40.9518,3.71484,6.08276,4.05586,7.5,7.7846,19.8834,31.4309,haikutu
31.128,1.88414,4.79062,2.64575,6.245,7.65833,22.1991,27.0666,haikutu
24.8274,2.20227,5.41756,4.35316,5.59911,5.87367,16.5907,29.8094,haikutu
23.3731,3.29393,5.49545,4.6744,5.7836,5.48635,20.7461,25.1803,haikutu
38.3191,2.62679,5.05964,3.62629,4.93457,5,17.2409,25.8737,haikutu
30.8367,7.79744,37.3832,52.6412,26.5179,13.0518,9.17333,13.5425,toukutu
28.2807,5.5,42.8567,39.6737,23.0467,13.6473,9.15423,13.3135,toukutu
21.4639,3.36155,50.1991,38.1268,14.753,6.84471,4.18927,6.01249,toukutu
28.5596,4.20714,41.7073,46.8215,14.3388,5.41756,4.37035,4.79583,toukutu
28.5307,3.78814,59.2811,52.2413,18.0748,7.19375,3.74166,5.86515,toukutu
31.3026,5.07937,46.6358,42.1302,12.9885,7.27324,4.17732,7.65506,toukutu
28.0909,3.76829,59.0864,36.2077,14.3265,5.20096,5.24881,5.76194,toukutu
22.623,4.10488,44.3712,34.2016,9.84124,6.69701,3.54965,4.93964,toukutu
26.0163,3.96863,55.5131,37.8887,11.8131,4.46094,2.73861,7.22842,toukutu
21.9465,3.5,45.817,37.4019,14.5534,7.00357,4.31856,4.16533,toukutu
29.5288,3.83406,42.9727,36.4129,11.6103,6.27694,3.25576,4.12311,toukutu
35.9228,5.10882,36.0264,38.2662,12.0686,3.91791,3.86005,6.31664,toukutu
35.3016,4.81144,41.7463,47.6435,13.6693,6.02495,4.89387,6.29285,toukutu
38.1707,3.42053,46.8092,37.9954,11.7601,4.92443,4.83735,5.63028,toukutu
16.2219,4.52217,56.9421,46.7814,9.8209,3.91791,3.79473,4.75395,toukutu
38.7395,5.34322,41.2844,41.2874,10.819,3.8923,4.03733,5.03488,toukutu
19.5895,3.45688,44.0148,30.0924,11.8047,4.34166,4.23084,6.29682,toukutu
25.9827,6.58407,46.5446,22.1754,11.4039,4.97494,4.57712,5.03488,toukutu
14.2759,10.5071,48.4742,28.2489,8.50294,5.92874,3.31662,5.47266,toukutu
7.55976,13.2363,21.0381,28.8115,7.94355,4.11096,2.89828,3.64692,toukutu
11.3225,3.77492,14.9583,10.3102,17.6011,12.6827,7.37564,14.702,mudousa
10.9659,4.59347,14.7953,9.70309,17.72,12.7004,7.63872,13.9839,mudousa
3.78814,3.8923,4.90408,3.68782,6.73795,4.32435,2.66458,4.95984,mudousa
1.87083,2.50998,2.21359,2.68328,2.30217,1.8303,1.65831,2.20227,mudousa
1.61245,4.5,2.30217,2,2.61725,2.37697,2.1095,2.58844,mudousa
1.56525,2.52982,2.26936,2.08567,2.39792,1.92354,1.70294,1.88414,mudousa
1.94936,3.41321,2.09762,2.02485,3.24037,2.19089,1.8303,1.85742,mudousa
1.84391,2.25832,2,2.1095,2.81069,2.08567,1.8303,1.89737,mudousa
1.81659,4.4833,2.24722,2.17945,2.82843,2.39792,2.03715,1.97484,mudousa
1.74642,4.09878,2.12132,1.61245,2.77489,2.96648,1.44914,2.35584,mudousa
1.59687,4.03733,4.14729,2.42899,2.85482,2.23607,1.76068,2,mudousa
1.56525,3.98748,2.40832,2.68328,3.14643,1.73205,2.12132,1.67332,mudousa
2.12132,4.03733,1.89737,2.02485,2.77489,2.39792,1.76068,1.71756,mudousa
1.61245,4.59347,2.35584,2.79285,3.51426,2.22486,2.23607,2.44949,mudousa
1.88414,3.04959,2.39792,2.52982,3.09839,2.38747,1.65831,2.23607,mudousa
1.78885,3.59861,2.22486,2.24722,2.80179,2.36643,1.76068,2.22486,mudousa
1.88414,2.94958,2.39792,1.62788,3.28634,2.29129,2.1095,2.36643,mudousa
1.5,3.27109,2.51992,2.35584,3.17017,1.8303,1.51658,2.17945,mudousa
1.61245,2.58844,2.43926,2.52982,2.93258,2.37697,1.74642,1.8303,mudousa
1.88414,3.21714,1.97484,2.29129,2.71109,2.24722,1.51658,2.51992,mudousa
